,file,n,m,fpr,fnr,mer,time,is_ptree,ad_score,dl_score,fraction_diffs
0,fp_001/simNo_10-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,50.75044148199959,1.0,0.9959387691346454,0.9987654134135346,0.000259
1,fp_001/simNo_5-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,50.6574999450022,1.0,0.993608692178637,0.993890432845393,0.001319
2,fp_001/simNo_1-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,51.31533950500307,1.0,0.9944112715827867,0.9986925464287189,0.000332
3,fp_001/simNo_6-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,55.49001656099426,1.0,0.9950589129608514,0.9978688783637769,0.000389
4,fp_001/simNo_2-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,56.77644050300296,1.0,0.9931934691767544,0.9997129217126878,0.0003043043043043043
5,fp_001/simNo_7-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,54.15353815200069,1.0,0.9985824882782685,0.9998329771606974,0.000332
6,fp_001/simNo_3-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,54.761861130005855,1.0,0.9973084886128364,0.9999489870746,0.000267
7,fp_001/simNo_8-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,54.5168721509981,1.0,0.995730444479847,0.9993608429962644,0.000378
8,fp_001/simNo_4-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,55.44633783500467,1.0,0.9843594513909921,0.9956899442464779,0.001112112112112112
9,fp_001/simNo_9-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,1000,1000,0.01,0.05,0.05,54.129071625000506,1.0,0.9876926589793356,0.9963682186966852,0.001158
10,fp_001/simNo_10-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,54.49095557600231,1.0,0.989284598562949,0.9976108263081537,0.001236
11,fp_001/simNo_5-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,56.30552699400141,1.0,0.9889150754973236,0.9945835255465418,0.001617
12,fp_001/simNo_1-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,55.91989293599909,1.0,0.9753507662440803,0.9971157834839511,0.000794
13,fp_001/simNo_6-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,56.59025324800314,1.0,0.9720088233056972,0.9964767590472025,0.0009298597194388777
14,fp_001/simNo_2-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,55.22748847299954,1.0,0.9700670910029244,0.9990089323421242,0.000755
15,fp_001/simNo_7-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,56.315173862996744,1.0,0.9953840002907717,0.9994389745654194,0.000731
16,fp_001/simNo_3-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,55.49216105900268,1.0,0.9924637681159421,0.9995302559786086,0.000616
17,fp_001/simNo_8-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,56.828494296001736,1.0,0.9893579735542457,0.9991794606033124,0.000885
18,fp_001/simNo_4-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,57.7508516569942,1.0,0.9858953835503829,0.9959492629536401,0.0013583583583583584
19,fp_001/simNo_9-s_100-m_1000-h_1-minVAF_0.005-ISAV_0-n_1000-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,1000,1000,0.01,0.2,0.05,55.92809911399672,1.0,0.9828975910492065,0.9955540074942928,0.001671
