,file,n,m,fpr,fnr,mer,time,is_ptree,ad_score,dl_score,fraction_diffs
0,fp_001/simNo_10-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,32.38218940497609,1.0,0.8271733472149922,0.988155668358714,0.0021839080459770113
1,fp_001/simNo_5-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,46.405006724002305,1.0,0.957843137254902,0.9944052541960594,0.001560758082497213
2,fp_001/simNo_1-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,35.07660937300534,1.0,0.8757721345229924,0.9826992434308648,0.002629107981220657
3,fp_001/simNo_6-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,43.777692350005964,1.0,0.9103958242714224,0.9939881775877248,0.0016438356164383563
4,fp_001/simNo_2-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,44.24558249898837,1.0,0.9568938193343899,0.9928467835107299,0.001756152125279642
5,fp_001/simNo_7-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,46.29951468898798,1.0,0.850499615680246,0.9874688033626691,0.001997677119628339
6,fp_001/simNo_3-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,45.218146188009996,1.0,0.9151986890618599,0.9927031594039634,0.0017356321839080459
7,fp_001/simNo_8-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,46.547017656994285,1.0,0.9416445623342176,0.9955813311239989,0.001735159817351598
8,fp_001/simNo_4-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,40.34078352499637,1.0,0.9317422434367542,0.995209372750515,0.0015813424345847555
9,fp_001/simNo_9-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.05-na_0.05-d_0-l_1000000,300,300,0.01,0.05,0.05,43.350217792001786,1.0,0.9139301762875908,0.9922110991836632,0.0016384180790960452
10,fp_001/simNo_10-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,72.4612002549984,1.0,0.7737580993520519,0.9861244786653833,0.0045390070921985815
11,fp_001/simNo_5-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,98.81058680597926,1.0,0.9391187352842247,0.9891218906103405,0.004118316268486917
12,fp_001/simNo_1-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,101.228272576991,1.0,0.848356309650053,0.9788034755658863,0.005421115065243179
13,fp_001/simNo_6-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,99.77439079899341,1.0,0.8638559508124726,0.9889987575067302,0.004247685185185185
14,fp_001/simNo_2-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,94.46352890899288,1.0,0.8887096774193548,0.9842739866598256,0.004965753424657535
15,fp_001/simNo_7-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,96.62843031302327,1.0,0.8526398739164697,0.9862245453555483,0.0052718676122931445
16,fp_001/simNo_3-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,115.73978488901048,1.0,0.8708315745040102,0.9892335018445143,0.004958481613285884
17,fp_001/simNo_8-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,98.23542908200761,1.0,0.8203054806828391,0.9885387554165278,0.005178777393310265
18,fp_001/simNo_4-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,86.88905188598437,1.0,0.8985294117647059,0.9932651277569277,0.003981481481481482
19,fp_001/simNo_9-s_100-m_300-h_1-minVAF_0.005-ISAV_0-n_300-fp_0.01-fn_0.2-na_0.05-d_0-l_1000000,300,300,0.01,0.2,0.05,134.9725611830072,1.0,0.8889679715302491,0.9898433865715615,0.004459770114942529
